ref_line	ref_widx	storr	benloew	boeckh	bothe	brown	colonna	dain	dawe	griffith	hermann	jebb	lj	pearson	reinhardt
21	131	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου	τάφου
21	132	νῷν	νῷν	νῷν	νῷν	νῶιν	νῷν	νῷν	νῶιν	νῶιν	νῷν	νῷν	νῷν	νῷν	νῶιν
21	133	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ	τὼ
21	134	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω	κασιγνήτω
21	135	Κρέων	Κρέων	Κρέων,	Κρέων,	Κρέων	Κρέων	Κρέων	Κρέων	Κρέων	Κρέων,	Κρέων	Κρέων	Κρέων	Κρέων
22	136	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν
22	137	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν
22	138	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,	προτίσας,
22	139	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν
22	140	δʼ	δ᾽	δ᾽	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
22	141	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας	ἀτιμάσας
22	142	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;	ἔχει;
23	143	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα	Ἐτεοκλέα
23	144	μέν,	μὲν,	μέν,	μὲν,	μέν,	μέν,	μέν,	μέν,	μὲν,	μέν,	μέν,	μέν,	μέν,	μέν,
23	145	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς
23	146	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,	λέγουσι,
23	147	σὺν	σὺν	σὺν	ξυνδίκῃ	σὺν	σὺν	σὺν	σὺν	σὺν	σὺν	σὺν	σὺν	σὺν	σὺν
23	148	δίκης	δίκῃ	δίκῃ	χρησθεὶς	δίκηι	δίκῃ	δίκῃ	δίκηι	δίκηι	δίκῃ	δίκης	δίκης	δίκῃ	δίκηι
24	149	χρήσει	χρῃσθεὶς	χρησθεὶς		χρησθεὶς	χρησθεὶς	χρῆσθαι	χρησθεὶς	χρῆσθαι	χρῃσθεὶς	χρήσει	χρήσει	†χρησθεὶς	†χρησθεὶς
24	150	δικαίᾳ	δικαίᾳ	δικαίᾳ	δικαίᾳ	δικαίαι	δικαίᾳ	δικαιῶν	δικαίαι	δικαιῶν	δικαίᾳ	δικαίᾳ	δικαίᾳ	δικαίᾳ	δικαίαι†
24	151	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	τῶι	καὶ	καὶ	καὶ	καὶ	καὶ
24	152	νόμου	νόμῳ,	νόμῳ	νόμῳ,	νόμωι	νόμῳ,	νόμῳ,	νόμωι	νόμωι	νόμῳ	νόμου,	νόμῳ,	νόμῳ,	νόμωι
24	153	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ	κατὰ
24	154	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς
25	155	ἔκρυψε	ἔκρυψε,	ἔκρυψε,	ἔκρυψε,	ἔκρυψε,	ἔκρυψε	ἔκρυψε	ἔκρυψε,	ἔκρυψε,	ἔκρυψε,	ἔκρυψε,	ἔκρυψε	ἔκρυψε	ἔκρυψε
25	156	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς
25	157	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν	ἔνερθεν
25	158	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον	ἔντιμον
25	159	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς·	νεκροῖς,	νεκροῖς·
26	160	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν
26	161	δʼ	δ᾽	δ᾽	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
26	162	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως	ἀθλίως
26	163	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα	θανόντα
26	164	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους	Πολυνείκους
26	165	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν	νέκυν
27	166	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί,	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί	ἀστοῖσί
27	167	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν	φασιν
27	168	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρύχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι	ἐκκεκηρῦχθαι
27	169	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
27	170	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ
28	171	τάφῳ	τάφῳ	τάφῳ	τάφῳ	τάφωι	τάφῳ	τάφῳ	τάφωι	ταφῶι	τάφῳ	τάφῳ	τάφῳ	τάφῳ	τάφωι
28	172	καλύψαι	καλύψαι,	καλύψαι,	καλύψαι,	καλύψαι	καλύψαι	καλύψαι	καλύψαι	καλύψαι	καλύψαι,	καλύψαι	καλύψαι	καλύψαι	καλύψαι
28	173	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ	μηδὲ
28	174	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί	κωκῦσαί
28	175	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,	τινα,
29	176	ἐᾶν	ἐᾷν	ἐᾶν	ἐᾷν	ἐᾶν	ἐὰν	ἐᾶν	ἐᾶν	ἐᾶν	ἐᾶν	ἐᾶν	ἐᾶν	ἐᾶν	ἐᾶν
29	177	δʼ	δ᾽	δ᾽	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
29	178	ἄκλαυτον,	ἄκλαυστον,	ἄκλαυτον,	ἄκλαυστον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον,	ἄκλαυτον
29	179	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,	ἄταφον,
29	180	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς	οἰωνοῖς
29	181	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν	γλυκὺν
30	182	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν,	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν	θησαυρὸν
30	183	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορμῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι	εἰσορῶσι
30	184	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς	πρὸς
30	185	χάριν	χάριν	χάριν	χάριν	χάριν	χάριν	χάριν	χαρὰν	χάριν	χάριν	χάριν	χάριν	χάριν	χάριν
30	186	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.	βορᾶς.
31	187	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά	τοιαῦτά
31	188	φασι	φασι	φασι	φασι	φασι	φασι	φασι	φασι	φασι	φασιν	φασι	φασι	φασι	φασι
31	189	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν	τὸν
31	190	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν	ἀγαθὸν
31	191	Κρέοντα	Κρέοντα	Κρέοντα	Κρέοντά	Κρέοντα	Κρέοντα	Κρέοντα	Κρέοντά	Κρέοντά	Κρέοντα	Κρέοντα	Κρέοντα	Κρέοντα	Κρέοντα
31	192	σοὶ	σοὶ	σοὶ	σοι	σοὶ	σοὶ	σοὶ	σοι	σοι	σοὶ	σοὶ	σοὶ	σοὶ	σοὶ
32	193	κἀμοί,	κἀμοὶ	κἀμοί,	κᾀμοὶ	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,	κἀμοί,
32	194	λέγω	λέγω	λέγω	(λέγων	λέγω	λέγω	λέγω	λέγω	λέγω	λέγω	λέγω	λέγω	λέγω	λέγω
32	195	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ	γὰρ
32	196	κἀμέ,	κἀμὲ,	κἀμέ,	ἔκαμε)	κἀμέ,	κἀμέ,	κἀμέ,	κἀμέ,	κἀμέ	κἀμέ,	κἀμέ,	κἀμέ,	κἀμέ,	κἀμέ,
32	197	κηρύξαντʼ	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ’	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ᾽	κηρύξαντ᾿	κηρύξαντ᾽	κηρύξαντ᾽
32	198	ἔχειν,	ἔχειν,	ἔχειν,	ἔχειν,	ἔχειν·	ἔχειν,	ἔχειν,	ἔχειν·	ἔχειν,	ἔχειν,	ἔχειν,	ἔχειν,	ἔχειν,	ἔχειν,
33	199	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
33	200	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο	δεῦρο
33	201	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι,	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι	νεῖσθαι
33	202	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα	ταῦτα
33	203	τοῖσι	τοῖσι	τοῖσι	τοῖς	τοῖσι	τοῖσι	τοῖσι	τοῖσι	τοῖσι	τοῖσι	τοῖσι	τοῖσι	τοῖσι	τοῖσι
33	204	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ
33	205	εἰδόσιν	εἰδόσι	εἰδόσιν	οὐκ	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν	εἰδόσιν
34	206	σαφῆ	σαφῆ	σαφῆ	σαφῆ	σαφῆ	σαφῇ	σαφῆ	σαφῆ	σαφῆ	σαφῆ	σαφῆ	σαφῆ	σαφῆ	σαφῆ
34	207	προκηρύξοντα,	προκηρύξοντα·	προκηρύξοντα·	προκηρύξοντα·	προκηρύξοντα,	προκηρύξοντα,	προκηρύξοντα,	προκηρύξοντα,	προκηρύξοντα,	προκηρύξοντα·	προκηρύξοντα,	προκηρύξοντα,	προκηρύξοντα,	προκηρύξοντα,
34	208	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
34	209	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
34	210	πρᾶγμʼ	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ’	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ᾽	πρᾶγμ᾿	πρᾶγμ᾽	πρᾶγμ᾽
34	211	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν	ἄγειν
35	212	οὐχ	οὐχ	οὐχ	οὐχ,	οὐχ	οὐχ	οὐχ	οὐχ	οὐχ	οὐχ	οὐχ	οὐχ	οὐχ	οὐχ
35	213	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς	ὡς
35	214	παρʼ	παρ᾽	παρ᾽	παρ᾽	παρ᾽	παρ᾽	παρ’	παρ᾽	παρ᾽	παρ᾽	παρ᾽	παρ᾿	παρ᾽	παρ᾽
35	215	οὐδέν,	οὐδέν·	οὐδέν,	οὐδὲν,	οὐδέν,	οὐδέν,	οὐδέν,	οὐδέν,	οὐδέν,	οὐδέν·	οὐδέν,	οὐδέν,	οὐδέν,	οὐδέν,
35	216	ἀλλʼ	ἀλλ᾽,	ἀλλ’	ἀλλ᾽,	ἀλλ᾽	ἀλλ᾽	ἀλλ’	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾽	ἀλλ᾿	ἀλλ᾽	ἀλλ᾽
35	217	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς
35	218	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν
35	219	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων	τούτων
35	220	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι
35	221	δρᾷ,	δρᾷ,	δρᾷ,	δρᾷ,	δρᾶι	δρᾷ	δρᾷ	δρᾶι	δρᾶι	δρᾷ,	δρᾷ,	δρᾷ,	δρᾷ,	δρᾶι,
36	222	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον	φόνον
36	223	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι	προκεῖσθαι
36	224	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον	δημόλευστον
36	225	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν
36	226	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.	πόλει.
37	227	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως	οὕτως
37	228	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει	ἔχει
37	229	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι	σοι
37	230	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,	ταῦτα,
37	231	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
37	232	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις	δείξεις
37	233	τάχα	τάχα,	τάχα,	τάχα,	τάχα	τάχα	τάχα	τάχα	τάχα	τάχα,	τάχα	τάχα	τάχα	τάχα
38	234	εἴτʼ	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ’	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾿	εἴτ'	εἴτ᾽
38	235	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς	εὐγενὴς
38	236	πέφυκας	πέφυκας,	πέφυκας,	πέφυκας,	πέφυκας	πέφυκας	πέφυκας	πέφυκας	πέφυκας	πέφυκας,	πέφυκας	πέφυκας	πέφυκας	πέφυκας
38	237	εἴτʼ	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ’	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾽	εἴτ᾿	εἴτ᾽	εἴτ᾽
38	238	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν	ἐσθλῶν
38	239	κακή.	κακή	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.	κακή.
39	240	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί
39	241	δʼ,	δ᾽,	δ᾽,	δ᾽,	δ᾽,	δ᾽,	δ’,	δ᾽,	δ᾽,	δ᾽,	δ᾽,	δ᾿,	δ᾽,	δ᾽,
39	242	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ
39	243	ταλαῖφρον,	ταλαίφρων,	ταλαῖφρον,	ταλαίφρων,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,	ταλαῖφρον,
39	244	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ
39	245	τάδʼ	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾽	τάδ’	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾿	τάδ᾽	τάδ᾽
39	246	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν
39	247	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,	τούτοις,
39	248	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ	ἐγὼ
40	249	λύουσʼ	λύουσ᾽	λύουσ᾽	λύουσ᾽	λύουσ᾽	λύουσ᾽	λύουσ’	λύουσ᾽	λύουσ᾽	λύουσ᾽	λύουσ᾽	λύουσ᾿	λύουσ᾽	λύουσ᾽
40	250	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν	ἂν
40	251	ἢ	ἢ	ἢ	ἢ	εἴθ᾽	εἴθ᾽	εἴθ’	εἴθ᾽	εἴθ᾽	ἢ	ἢ	εἴθ᾿	εἴθ᾽	ἢ
40	252	ʼφάπτουσα	᾽φάπτουσα	᾽φάπτουσα	᾿φάπτουσα	ἅπτουσα	ἅπτουσα	ἅπτουσα	ἅπτουσα	ἅπτουσα	θάπτουσα	᾽φάπτουσα	ἅπτουσα	ἅπτουσα	᾽φάπτουσα
40	253	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην	προσθείμην
40	254	πλέον;	πλέον	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;	πλέον;
41	255	εἰ	εἰ	εἰ	εἰ	εἰ	ἐἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ	εἰ
41	256	ξυμπονήσεις	ξυμπονήσεις,	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις	ξυμπονήσεις
41	257	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
41	258	ξυνεργάσει	ξυνεργάσει,	ξυνεργάσει,	ξυνεργάσει,	ξυνεργάσηι	ξυνεργάσῃ	ξυνεργάσῃ	ξυνεργάσηι	ξυνεργάσηι	ξυνεργάσει,	ξυνεργάσει	ξυνεργάσῃ	ξυνεργάσῃ	ξυνεργάσηι
41	259	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.	σκόπει.
42	260	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν	ποῖόν
